"sbm_(n=8,m=10)",seconds,vertex_cover_time,edge_cover_time
graph,"sbm_(n=8,m=10)","sbm_(n=8,m=10)","sbm_(n=8,m=10)"
recurrent_random_walk,0.02201104164123535,55.0,194.0
unbiased_,6.789381265640259,52.54999923706055,187.0
MDLR_,6.7300190925598145,56.599998474121094,278.0
N2V,16.797513008117676,54.75,252.0
"sbm_(n=8,m=10)",seconds,vertex_cover_time,edge_cover_time
graph,"sbm_(n=8,m=10)","sbm_(n=8,m=10)","sbm_(n=8,m=10)"
recurrent_random_walk,0.0075228214263916016,55.0,194.0
unbiased_,6.844423055648804,52.54999923706055,187.0
MDLR_,6.760907411575317,56.599998474121094,278.0
N2V,16.682498693466187,54.75,252.0
